0	4339.0	1610.0	3571.0	3507.0						
1	3241.0									
8	1839.0									
14	3952.0	3519.0	3382.0							
23	1499.0									
25	3300.0									
29	4000.0									
30	1122.0									
33	2577.0									
37	1603.0	833.0	3197.0							
47	2027.0	3196.0	1054.0							
49	3565.0									
54	4422.0									
58	782.0									
60	3196.0									
62	3628.0									
64	4465.0									
67	359.0									
70	3656.0									
73	611.0									
75	3241.0									
76	2484.0									
78	1127.0									
80	3170.0	152.0	1575.0	3452.0	1692.0					
86	2305.0									
88	1540.0									
93	3075.0									
94	3522.0									
98	27.0									
99	4459.0									
102	3401.0	893.0								
109	393.0	534.0	3669.0	2131.0	3324.0	3401.0	3739.0	330.0		
110	4562.0									
111	3450.0									
112	1540.0	2853.0	4744.0	189.0	3109.0					
116	3546.0	3967.0	2358.0	2159.0	1110.0	893.0				
120	808.0									
127	2740.0									
129	493.0									
132	1835.0	1355.0								
134	1073.0									
135	3562.0	2410.0	1127.0	2411.0						
136	1646.0									
139	3012.0									
144	4423.0									
145	3401.0	2187.0								
146	2577.0									
147	3075.0									
148	3241.0									
152	4422.0	3116.0	2956.0	2136.0	2521.0					
157	2816.0									
159	3197.0									
163	894.0									
164	821.0									
167	4401.0									
168	2860.0									
169	2920.0	4548.0								
173	1428.0	2148.0								
174	2105.0									
175	1799.0									
177	4000.0									
178	2385.0									
181	1116.0									
187	1858.0	535.0								
188	4212.0									
191	2358.0									
192	4122.0	3135.0								
194	2848.0									
195	456.0									
200	3422.0									
201	4466.0									
205	863.0	1889.0								
208	4744.0									
212	3241.0	893.0								
213	4562.0									
215	3399.0									
218	402.0									
219	2730.0	1348.0	3135.0	985.0						
220	4158.0									
221	3999.0									
223	1203.0									
230	4059.0									
231	3753.0									
232	1390.0									
236	2890.0	4081.0	3153.0	4523.0	92.0	4426.0				
237	2632.0	67.0	1596.0							
238	4000.0	1825.0	1104.0	3999.0	4670.0					
239	591.0	2037.0	3433.0	1883.0	1644.0	2577.0	3285.0	2517.0	2922.0	4572.0
240	2577.0									
246	3241.0									
247	4659.0	1218.0	4422.0	4345.0	618.0	2808.0				
248	2273.0									
252	4422.0									
253	4190.0									
261	3947.0	3008.0	246.0	3818.0						
267	4308.0									
268	3241.0									
270	2092.0									
272	1624.0									
273	989.0									
276	2639.0									
282	3197.0									
283	1139.0									
286	3431.0									
289	337.0									
294	3197.0									
298	893.0									
300	3241.0									
301	1860.0	613.0								
302	3507.0									
303	893.0									
305	183.0									
306	930.0	3615.0	653.0	436.0						
309	2740.0									
310	1893.0	2690.0	4028.0	4423.0	3197.0	436.0	1309.0	2763.0	754.0	
312	1236.0	3385.0								
313	3119.0									
314	77.0									
321	2542.0	2883.0	760.0							
322	3436.0	590.0	908.0	3024.0	4339.0	3293.0	3578.0	475.0	2881.0	
323	399.0									
326	2973.0									
328	2846.0									
329	1761.0	3523.0								
331	3669.0									
332	1578.0									
334	997.0									
335	1236.0									
344	358.0									
355	1371.0									
357	2039.0									
358	2730.0									
359	3743.0	295.0								
361	1203.0									
365	1373.0									
367	2851.0	3866.0	1087.0	4217.0	77.0	3392.0	3411.0	3093.0	3401.0	1986.0
370	865.0									
371	2421.0	1264.0								
372	3521.0	931.0	3567.0	4213.0	16.0	1203.0	378.0	1476.0	2748.0	
376	2578.0									
382	1436.0									
392	1835.0									
394	3972.0									
395	2382.0									
396	3452.0									
398	2540.0	4689.0	3233.0							
401	1073.0									
402	1540.0									
403	457.0									
404	2333.0									
405	4562.0	765.0								
407	4179.0	2135.0	1763.0							
409	1759.0	2740.0	803.0	118.0						
417	2005.0									
420	4423.0	3459.0	3378.0							
423	1945.0									
424	2590.0									
429	4459.0									
431	3329.0									
432	3921.0									
434	3221.0	3175.0	714.0	3196.0						
437	3866.0	4576.0								
442	3329.0									
443	1285.0									
444	375.0									
453	3385.0									
454	2577.0	1610.0								
455	2159.0									
456	375.0									
478	4401.0									
479	2131.0									
484	4467.0									
486	4659.0									
488	1196.0									
489	3972.0									
490	670.0	3657.0								
491	4603.0									
494	4079.0									
496	3967.0	2920.0	1954.0							
498	2681.0									
499	3401.0	1691.0								
500	3534.0									
501	268.0									
502	4670.0	1314.0								
505	1369.0	1578.0	3385.0	1596.0	855.0	3267.0				
507	2577.0									
511	1012.0									
512	3571.0	4449.0								
519	208.0									
520	1879.0									
522	2520.0	3385.0								
525	2430.0									
528	4212.0	1610.0	1169.0	4250.0	3856.0					
533	4449.0									
534	1373.0									
535	950.0									
542	2881.0									
548	941.0									
550	1540.0									
553	4273.0									
554	318.0	2408.0	1831.0	4761.0						
559	475.0									
562	2920.0	4122.0								
565	1759.0									
566	378.0									
568	3241.0									
569	223.0									
571	1348.0	2542.0	1902.0							
573	2906.0									
578	1950.0									
579	816.0									
580	816.0									
582	3285.0	357.0	4483.0							
583	3714.0	3669.0	3866.0	2131.0	2507.0	4009.0				
585	2740.0									
587	893.0									
590	1540.0									
592	2956.0									
594	3871.0									
599	3153.0									
602	816.0									
603	2840.0	4523.0								
605	2986.0									
610	273.0	414.0	3009.0	3197.0	3164.0	4548.0	3841.0	1603.0	816.0	1139.0
611	714.0									
614	1373.0									
615	27.0									
620	3135.0									
622	2362.0									
625	616.0									
629	4548.0	1619.0								
631	730.0									
635	2163.0									
638	3291.0									
641	402.0									
642	3399.0									
647	1759.0	223.0								
649	3300.0	1166.0	1645.0	4768.0	3267.0	1798.0				
650	3274.0	67.0	1763.0	956.0	187.0					
