0	2382.0	3026.0	230.0	3652.0	4422.0	3829.0	1712.0	2740.0	3667.0	1521.0	4122.0	1505.0	3832.0	2935.0	4275.0	4001.0	1540.0	3452.0	3972.0	2131.0	2987.0	2777.0	3291.0	4670.0	4481.0	1616.0	375.0	3197.0	2577.0	1886.0	3831.0	1073.0	1835.0																																					
1	2519.0																																																																					
8	2153.0	2956.0	2573.0	501.0	467.0	3543.0	3787.0	284.0	3567.0																																																													
14	3511.0	1892.0	4557.0	3831.0	3747.0	1610.0	522.0	1578.0	3403.0	4242.0	3864.0	1553.0	3077.0	2364.0	4024.0	4176.0	893.0	1299.0	4422.0	3270.0	1151.0	1896.0	2519.0	1550.0	1540.0	2180.0																																												
23	893.0	2697.0	1540.0	2092.0	3534.0	1285.0	2920.0	2305.0	4422.0	4744.0	4548.0	3972.0	2039.0	997.0																																																								
25	1735.0	3615.0	4542.0	3197.0	2881.0	893.0	2251.0																																																															
29	3972.0																																																																					
30	3329.0	3196.0	2577.0	4422.0	671.0	1954.0																																																																
33	1540.0	2311.0	3197.0																																																																			
37	2200.0	2493.0	1575.0	3273.0	4080.0	4339.0	3569.0	2681.0	3170.0	1977.0	2164.0	4395.0	2333.0	475.0	552.0	4141.0	2542.0	3196.0	1169.0	606.0	622.0	4021.0																																																
47	3999.0	2447.0	78.0	2277.0	658.0	1285.0	1540.0	483.0	3026.0	1135.0	3197.0	3498.0	1169.0	3210.0	1274.0	3495.0	975.0	2822.0	132.0	3786.0	137.0	378.0	3150.0	1252.0	1635.0	1123.0																																												
49	378.0	2577.0	127.0	27.0	4422.0	1134.0	2462.0																																																															
54	3378.0	2735.0	2393.0	3450.0																																																																		
58	2365.0	4233.0																																																																				
60	2250.0	870.0	4153.0																																																																			
62	3489.0																																																																					
64	2789.0	468.0	2305.0	710.0	350.0	2748.0	299.0	3664.0	3667.0																																																													
67	3667.0	1238.0																																																																				
70	1578.0	1886.0	353.0	4491.0	4631.0	1540.0	3718.0																																																															
73	2666.0																																																																					
75	750.0	3534.0	3867.0	4548.0	2079.0	4422.0	1825.0																																																															
76	4443.0																																																																					
78	3196.0																																																																					
80	4756.0	977.0	1122.0	4192.0	3399.0	1253.0	18.0	27.0	3469.0	419.0	4720.0	3385.0	3960.0	2981.0	2748.0	1968.0	874.0	282.0	1703.0	760.0	1096.0	678.0	2584.0	1506.0	3972.0	1763.0	1041.0	3801.0	1578.0	931.0	783.0	3154.0	3522.0	247.0	4422.0	1610.0	4553.0	4171.0																																
86	3329.0	3770.0	2105.0	2586.0	1683.0	28.0	1077.0	2459.0																																																														
88	2372.0	1902.0	1825.0	2612.0	2577.0	1954.0																																																																
93	1077.0	2308.0	2148.0	893.0	24.0	3378.0	4460.0																																																															
94	3543.0	4467.0	1540.0	2273.0	2153.0	2148.0	4104.0	282.0	2577.0	4422.0	3613.0																																																											
98	2339.0	4029.0	3904.0	2116.0	3545.0	4324.0																																																																
99	2577.0	1578.0	1324.0	1238.0																																																																		
102	364.0	3241.0	4401.0	765.0	2578.0	340.0	4670.0	2342.0	3713.0	3534.0	4423.0	2881.0	24.0	2920.0	2987.0																																																							
109	183.0	3274.0	3536.0	3805.0	436.0	4405.0	256.0	893.0	569.0	1917.0	4423.0	2735.0	3396.0	1166.0	4107.0	4491.0	733.0	1763.0	3534.0	2092.0	3890.0	1476.0	331.0	234.0	3857.0	1624.0	4460.0	1492.0	1606.0	2987.0	540.0	4548.0	4313.0	4720.0	1810.0	4584.0	537.0	3164.0	1950.0	1314.0	3788.0	3197.0	2757.0	3795.0	4422.0	2315.0	3241.0	4000.0	2251.0	3811.0	79.0	3489.0	753.0	3865.0	1598.0	4552.0	628.0	985.0	3044.0											
110	377.0	2854.0	24.0	2092.0	3197.0	2770.0	1566.0	1236.0	3077.0																																																													
111	4659.0	3260.0	3526.0	3385.0	1196.0	1764.0	1318.0	27.0	75.0	1300.0	2333.0																																																											
112	522.0	1110.0	1156.0	1285.0	2996.0	2358.0	907.0	3154.0	4022.0	2223.0	375.0	3495.0	1396.0	4423.0	2197.0	523.0	3713.0	2577.0	1499.0	1765.0	3057.0	3399.0	421.0	1293.0	1733.0	2780.0	4690.0	2382.0	4383.0	3921.0	862.0	4757.0	1359.0	3860.0	3492.0	821.0																																		
116	3064.0	1348.0	2382.0	3972.0	2741.0	164.0	67.0	3300.0	2251.0	3197.0	29.0	3534.0	3378.0	4039.0	691.0	3871.0	2253.0	2577.0	4665.0	1355.0	4306.0	2448.0	906.0	505.0	2282.0	1880.0	4748.0	4345.0	3241.0	1139.0	4401.0	623.0	4670.0	1523.0	1429.0	653.0	816.0	4562.0	2578.0	4465.0	2748.0	3426.0	802.0																											
120	3566.0	1273.0	3544.0	1285.0	790.0	1096.0																																																																
127	1638.0	4347.0	2092.0	2484.0	247.0	2686.0	1179.0																																																															
129	790.0	2163.0																																																																				
132	4422.0	3871.0	3197.0	3818.0	1578.0	728.0	3569.0	4423.0	1733.0	116.0	2518.0	1179.0	1784.0	622.0	522.0	2092.0	2616.0	2681.0	2577.0	1540.0																																																		
134	4512.0	3254.0																																																																				
135	291.0	989.0	1668.0	4001.0	1285.0	2268.0	4346.0	3197.0	2881.0	2298.0	1139.0	2763.0	4678.0	2031.0	1568.0	1760.0	3871.0	637.0	3300.0	3143.0	2748.0	2382.0	816.0	3559.0	2164.0	4081.0	2802.0	3152.0	183.0	1113.0	2689.0	1937.0																																						
136	3667.0	4159.0	3291.0	3811.0	2464.0	2569.0	3411.0	2605.0	3246.0	4524.0																																																												
139	2293.0	3505.0	2308.0	4422.0	1540.0																																																																	
144	3811.0	3196.0	4401.0	720.0	4380.0	24.0	4744.0																																																															
145	4009.0	1540.0	3614.0	3967.0	3241.0	2148.0	1071.0	2402.0	3546.0	4000.0	4401.0	4380.0	1404.0	2079.0	3714.0	476.0	350.0																																																					
146	2105.0	683.0	3241.0	790.0																																																																		
147	362.0	3241.0	2956.0	4548.0	1954.0	2502.0	3534.0	2730.0																																																														
148	765.0	1122.0																																																																				
152	4491.0	3864.0	2577.0	27.0	4670.0	4189.0	3536.0	707.0	4633.0	3385.0	2223.0	3871.0	1268.0	930.0	1252.0	714.0	4080.0	2335.0	2807.0	370.0	535.0	3713.0	631.0	3567.0	24.0	4324.0	4467.0	3196.0	782.0	208.0	3077.0	2092.0	358.0	4444.0	1540.0	4394.0	4159.0	4266.0																																
157	3837.0	371.0	4473.0	3143.0	2494.0	562.0	3196.0	4553.0	3154.0	2484.0	4585.0	3667.0																																																										
159	1635.0	947.0	1071.0	4523.0	826.0																																																																	
163	201.0	4324.0	3399.0	588.0	3160.0																																																																	
164	4744.0	3254.0	1499.0	1252.0	1616.0	1902.0	816.0																																																															
167	2358.0	1879.0	1071.0	950.0	3628.0	3401.0	645.0	4380.0	2079.0	4548.0																																																												
168	632.0	4324.0	3261.0	932.0	3196.0	4029.0	27.0	3545.0																																																														
169	1012.0	1610.0	3269.0	3534.0	1858.0	3740.0	1224.0	3566.0	4401.0	1392.0	2921.0	3660.0	1954.0	1650.0	3241.0	2860.0	3866.0	217.0																																																				
173	1013.0	914.0	24.0	2577.0	1007.0	436.0	861.0	4584.0	3535.0	3034.0	4176.0	4264.0	2293.0	522.0																																																								
174	700.0	2996.0	132.0	1835.0	1575.0	1340.0	2655.0	612.0																																																														
175	1982.0																																																																					
177	4422.0																																																																					
178	1441.0	4101.0	4628.0	972.0	2331.0	2424.0	4369.0	1507.0	531.0	441.0																																																												
181	1196.0	2360.0																																																																				
187	4171.0	522.0	4115.0	898.0	3267.0	2987.0	4742.0	4485.0	2784.0	2164.0	540.0	3507.0	1540.0	3573.0	3126.0	3257.0	4670.0	3010.0	3196.0	3277.0																																																		
188	4072.0	2304.0	1472.0	4674.0																																																																		
191	1601.0	3667.0	3329.0	2921.0	1355.0	2051.0	1449.0																																																															
192	682.0	1393.0	4659.0	2763.0	865.0	720.0	3197.0	535.0	2577.0	3972.0	4496.0	208.0	3254.0	378.0	3562.0	4127.0	247.0	1093.0	1196.0																																																			
194	1122.0	1540.0	1105.0	714.0	4405.0	3534.0																																																																
195	1122.0	1236.0																																																																				
200	4000.0	3241.0	1418.0	1578.0	330.0	4576.0																																																																
201	790.0	1610.0	4359.0																																																																			
205	2604.0	2740.0	3972.0	2092.0	535.0	4422.0	3464.0	4576.0	4001.0	3233.0	3918.0	3811.0	1507.0	997.0	3787.0	2748.0	3246.0	3686.0																																																				
208	3357.0	3065.0	4423.0	2748.0	1348.0																																																																	
212	152.0	247.0	4122.0	3972.0	2340.0	137.0	4519.0	1540.0	3866.0	1566.0	4497.0	628.0	4159.0	816.0	3534.0																																																							
213	3291.0	4001.0	3241.0	1610.0	1122.0	3837.0	1286.0	3972.0	1505.0	1954.0	4422.0	2763.0																																																										
215	3622.0	1241.0	1925.0	3246.0	1129.0	186.0	1013.0																																																															
218	2043.0	412.0	755.0	4522.0	4755.0	3507.0	399.0	3463.0	1719.0	1886.0	1179.0	1521.0																																																										
219	3281.0	3868.0	406.0	4544.0	4266.0	4122.0	2655.0	4370.0	646.0	2695.0	1655.0	4744.0	3999.0	1835.0	3569.0	4171.0	378.0	801.0	3267.0	930.0	1759.0	475.0	4250.0	720.0	741.0	2748.0	3378.0	1742.0	1026.0	2777.0	522.0																																							
220	1739.0	2833.0	1122.0	2943.0	3314.0	2956.0	714.0																																																															
221	2092.0	893.0																																																																				
223	77.0	2118.0																																																																				
230	774.0	2780.0	2305.0	223.0	3241.0	3837.0	4467.0	3562.0	1096.0	330.0	4346.0																																																											
231	2657.0																																																																					
232	2148.0	2577.0	24.0	4422.0																																																																		
236	2219.0	3114.0	2299.0	187.0	4460.0	3459.0	1.0	1974.0	3628.0	1499.0	698.0	4009.0	4186.0	4212.0	2073.0	2934.0	2921.0	1077.0	451.0	1857.0	3121.0	4506.0	4674.0	2952.0	446.0	3866.0	3241.0	3652.0	427.0	765.0	3660.0	4540.0	2079.0	3534.0	1071.0	2940.0	1067.0	2881.0	4380.0	4117.0	274.0	4511.0	4333.0	2948.0																										
237	1169.0	4512.0	1033.0	2092.0	4000.0	3713.0	3241.0	3104.0	1594.0	2547.0	4670.0	4083.0	3999.0	4422.0	4744.0	1996.0	1621.0	1835.0	4627.0	4449.0	375.0	4216.0	1179.0	535.0																																														
238	3053.0	2044.0	4548.0	1564.0	4401.0	2578.0	3714.0	247.0	4165.0	1624.0	4504.0	1540.0	1835.0	997.0	421.0	4080.0	1761.0	1404.0	3450.0	2881.0	33.0	4122.0	2251.0	3562.0	2848.0	3023.0	2362.0	378.0	3967.0	350.0	3104.0	985.0	3135.0	4021.0	1775.0	4029.0	663.0	857.0	3254.0	4422.0																														
239	311.0	1268.0	4444.0	3514.0	2681.0	570.0	1855.0	4633.0	2938.0	3488.0	1996.0	3446.0	1275.0	2996.0	2866.0	1115.0	3241.0	2059.0	2873.0	2529.0	2473.0	378.0	2803.0	1116.0	3460.0	3431.0	3800.0	258.0	1002.0	2459.0	1196.0	1072.0	4141.0	2007.0	1721.0	2672.0	1301.0	4173.0	3537.0	27.0	2126.0	3411.0	1682.0	765.0	152.0	1952.0	1616.0	1761.0	2148.0	295.0	198.0	2484.0	2069.0	4589.0	2834.0	368.0	1540.0	1255.0	4379.0	358.0	4665.0	871.0	2109.0	2578.0	4478.0	3399.0	1726.0	45.0	546.0	833.0
240	3077.0	2092.0	1077.0	3154.0																																																																		
246	3534.0	1954.0	1077.0																																																																			
